조사기준일,시도,행정구,"교육
(지원)청",학교급,"고등학교
유형",학교세부유형,학교운영상특례,학교명,설립,"남녀공학
구분",지역규모,개교일,우편번호,주소,Latitude,Longitude,홈페이지,특수_학급수,특수_학생수,특수학급_학생수_남,특수학급_학생수_여,편성학급수_계,1학년_학급수,2학년_학급수,3학년_학급수,4학년_학급수,5학년_학급수,6학년_학급수,학생수_총계_계,학생수_총계_남,학생수_총계_여,1학년_학생수_계,1학년_학생수_남,1학년_학생수_여,2학년_학생수_계,2학년_학생수_남,2학년_학생수_여,3학년_학생수_계,3학년_학생수_남,3학년_학생수_여,4학년_학생수_계,4학년_학생수_남,4학년_학생수_여,5학년_학생수_계,5학년_학생수_남,5학년_학생수_여,6학년_학생수_계,6학년_학생수_남,6학년_학생수_여,"학급당
 학생수",교원수_정규_특수_계,교원수_정규_특수_남,교원수_정규_특수_여,교원1인당 학생수,전출,전입,입학자_계,입학자_남,입학자_여,졸업자_계,졸업자_남,졸업자_여,"일반
교실","교과
교실","특별
교실",수준별교실,"기타
교실",교지면적,"학생
1인당
교지면적"
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,관악중학교,공립,남여공학,특별/광역시,19820301,8741,서울특별시 관악구 남부순환로237길 60. 관악중학교 (봉천동),37.4808692,126.9618278,http://gwanak.sen.ms.kr,1,4,4,0,14,4,4,6,0,0,0,292,187,105,93,63,30,94,63,31,105,61,44,0,0,0,0,0,0,0,0,0,20.9,1,0,1,9.4,11,7,96,64,32,91,56,35,16,5,7,0,1,"26,768",91.7
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,국사봉중학교,공립,남여공학,특별/광역시,19860423,7038,서울특별시 동작구 양녕로20길 20. 국사봉중학교 (상도동),37.4935736,126.9441046,http://kuksabong.sen.ms.kr,2,8,8,0,17,5,6,6,0,0,0,351,179,172,123,60,63,110,54,56,118,65,53,0,0,0,0,0,0,0,0,0,20.6,2,0,2,9.5,7,5,126,61,65,119,75,44,15,2,11,0,4,"24,449",69.7
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,난우중학교,공립,남여공학,특별/광역시,19840423,8857,서울특별시 관악구 난곡로16길 32. 난우중학교 (신림동),37.4665737,126.9224782,http://nanwoo.sen.ms.kr,2,9,5,4,22,7,6,9,0,0,0,516,189,327,176,62,114,156,57,99,184,70,114,0,0,0,0,0,0,0,0,0,23.5,1,0,1,11,13,7,178,64,114,188,75,113,22,5,8,0,2,"9,093",17.6
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,남서울중학교,공립,남여공학,특별/광역시,19641112,8773,서울특별시 관악구 남부순환로172길 97. 남서울중학교 (신림동),37.4820224,126.9213088,http://namseoul.sen.ms.kr,2,9,7,2,14,4,4,6,0,0,0,271,141,130,99,53,46,80,41,39,92,47,45,0,0,0,0,0,0,0,0,0,19.4,2,0,2,8.7,12,5,99,53,46,101,49,52,0,19,12,0,1,"17,457",64.4
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,남성중학교,공립,남여공학,특별/광역시,19830301,7022,서울특별시 동작구 남부순환로269길 166(사당동.남성중학교),37.4789892,126.9724003,http://namsung.sen.ms.kr,2,7,5,2,14,4,3,7,0,0,0,281,153,128,86,49,37,78,48,30,117,56,61,0,0,0,0,0,0,0,0,0,20.1,2,0,2,8.5,10,4,86,49,37,106,55,51,12,5,12,6,0,"9,438",33.6
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,당곡중학교,공립,남여공학,특별/광역시,19830509,8711,서울특별시 관악구 봉천로13길 101. 당곡중학교 (봉천동),37.4920597,126.9331288,http://danggok.sen.ms.kr,2,10,6,4,23,7,7,9,0,0,0,541,265,276,183,88,95,153,69,84,205,108,97,0,0,0,0,0,0,0,0,0,23.5,2,0,2,10.8,13,10,185,89,96,177,84,93,24,5,10,0,0,"16,559",30.6
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,문창중학교,공립,남여공학,특별/광역시,19810508,7057,서울특별시 동작구 여의대방로22나길 40(신대방동) 364-58,37.4958027,126.9217952,http://munchang.sen.ms.kr,1,3,3,0,16,5,6,5,0,0,0,337,182,155,124,66,58,109,59,50,104,57,47,0,0,0,0,0,0,0,0,0,21.1,1,0,1,9.6,7,3,124,66,58,175,105,70,16,8,5,0,0,"10,124",30
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,미성중학교,공립,남여공학,특별/광역시,19840305,8863,서울특별시 관악구 문성로16길 40(신림동),37.475231,126.912395,http://misung.sen.ms.kr,1,7,6,1,19,6,6,7,0,0,0,437,153,284,139,50,89,147,51,96,151,52,99,0,0,0,0,0,0,0,0,0,23,1,0,1,12.1,6,5,139,51,88,160,53,107,20,4,11,0,0,"13,941",31.9
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,봉림중학교,공립,남여공학,특별/광역시,19890421,8782,서울특별시 관악구 장군봉길 72(봉천동),37.4804586,126.938357,http://bongrim.sen.ms.kr,1,6,5,1,13,4,4,5,0,0,0,263,168,95,83,52,31,87,55,32,93,61,32,0,0,0,0,0,0,0,0,0,20.2,1,1,0,8,4,1,84,53,31,103,74,29,0,17,6,2,2,"15,687",59.6
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,사당중학교,공립,남여공학,특별/광역시,19840305,7003,서울특별시 동작구 사당로9가길 58. 사당중학교 (사당동),37.4876148,126.9688695,http://sadang.sen.ms.kr,1,6,3,3,21,7,7,7,0,0,0,485,279,206,171,93,78,173,108,65,141,78,63,0,0,0,0,0,0,0,0,0,23.1,1,0,1,11.3,14,10,171,94,77,181,115,66,20,3,9,0,2,"12,930",26.7
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,신관중학교,공립,남여공학,특별/광역시,19840301,8781,서울특별시 관악구 신림로48길 17-16. (신림동 신관중학교),37.480068,126.9343102,http://shingwan.sen.ms.kr,1,3,2,1,13,5,4,4,0,0,0,236,128,108,81,45,36,78,45,33,77,38,39,0,0,0,0,0,0,0,0,0,18.2,1,0,1,8.7,8,3,81,45,36,65,38,27,13,7,6,1,1,"7,323",31
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,신림중학교,공립,남여공학,특별/광역시,19720513,8841,서울특별시 관악구 신림로 40(신림동.신림중학교),37.4703793,126.9449477,http://shillim.sen.ms.kr,1,3,3,0,14,4,4,6,0,0,0,298,202,96,99,62,37,95,72,23,104,68,36,0,0,0,0,0,0,0,0,0,21.3,1,0,1,9.3,11,4,99,62,37,108,61,47,17,7,7,0,0,"15,285",51.3
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,영등포중학교,공립,남여공학,특별/광역시,19060407,6933,서울특별시 동작구 등용로8길 5. 영등포중학교 (대방동),37.5074218,126.9336748,http://yeongdeungpo.sen.ms.kr,1,7,4,3,13,4,4,5,0,0,0,214,110,104,83,35,48,74,39,35,57,36,21,0,0,0,0,0,0,0,0,0,16.5,1,0,1,6.5,6,2,79,36,43,68,34,34,13,0,11,4,12,227,1.1
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,장승중학교,공립,남여공학,특별/광역시,19850424,6963,서울특별시 동작구 장승배기로10가길 25. 장승중학교 (상도동),37.5033585,126.9407221,http://jangseung.sen.ms.kr,2,12,6,6,25,8,8,9,0,0,0,595,260,335,213,98,115,187,81,106,195,81,114,0,0,0,0,0,0,0,0,0,23.8,2,0,2,11.9,8,7,214,99,115,220,94,126,26,1,5,1,1,"7,529",12.7
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,강현중학교,공립,남여공학,특별/광역시,19690303,6953,서울특별시 동작구 상도로13라길 22. 강현중학교 (상도동),37.5029825,126.9309984,http://sganghyeon.sen.ms.kr,1,8,7,1,16,5,5,6,0,0,0,371,193,178,128,65,63,121,65,56,122,63,59,0,0,0,0,0,0,0,0,0,23.2,0,0,0,10,6,5,129,65,64,129,66,63,16,6,13,0,1,"7,114",19.2
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,대방중학교,공립,남여공학,특별/광역시,19730303,7064,서울특별시 동작구 여의대방로10길 24(신대방동. 대방중학교),37.4950979,126.9138111,http://daebang.sen.ms.kr,1,7,5,2,28,9,9,10,0,0,0,718,272,446,241,95,146,229,79,150,248,98,150,0,0,0,0,0,0,0,0,0,25.6,1,0,1,11,2,0,241,94,147,283,131,152,27,7,8,2,2,"6,112",8.5
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,봉원중학교,공립,남여공학,특별/광역시,19691111,8736,서울특별시 관악구 관악로24가길 15. 봉원중학교 (봉천동.봉원중학교),37.4841279,126.958696,https://bongwon.sen.ms.kr,2,11,8,3,21,7,6,8,0,0,0,477,244,233,159,77,82,147,78,69,171,89,82,0,0,0,0,0,0,0,0,0,22.7,2,0,2,10.8,9,17,161,77,84,184,87,97,22,6,19,0,0,"14,161",29.7
20230401,서울,동작구,동작·관악,중학교,,일반중학교,해당없음,상현중학교,공립,남여공학,특별/광역시,19681002,7028,서울특별시 동작구 사당로2길 2-19(상도동),37.49414,126.9612892,http://sanghyun.sen.ms.kr,1,7,4,3,22,7,7,8,0,0,0,511,271,240,173,94,79,167,87,80,171,90,81,0,0,0,0,0,0,0,0,0,23.2,1,0,1,11.1,11,5,172,94,78,191,94,97,22,3,10,0,0,"14,024",27.4
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,삼성중학교,공립,남여공학,특별/광역시,19710301,8816,서울특별시 관악구 신림로3가길 39-24(신림동.삼성중학교),37.4674564,126.9430038,http://samsung.sen.ms.kr,1,5,4,1,13,5,4,4,0,0,0,248,107,141,78,33,45,84,35,49,86,39,47,0,0,0,0,0,0,0,0,0,19.1,1,0,1,8,11,6,81,34,47,90,37,53,13,13,8,0,1,"17,295",69.7
20230401,서울,관악구,동작·관악,중학교,,일반중학교,해당없음,구암중학교,공립,남여공학,특별/광역시,20040302,8723,서울특별시 관악구 성현로 53(봉천동),37.492777,126.9481733,http://guahm.sen.ms.kr,2,14,8,6,43,15,13,15,0,0,0,"1,140",582,558,403,204,199,349,171,178,388,207,181,0,0,0,0,0,0,0,0,0,26.5,2,0,2,14.8,17,0,405,205,200,413,206,207,43,0,7,1,4,"12,117",10.6
20230401,서울,광진구,성동·광진,유치원,,유치원,해당없음,서울구의초등학교병설유치원,공립,,특별/광역시,19970318,5022,서울특별시 광진구 광나루로30길 49(화양동),37.5418395,127.0665565,http://www.guui.es.kr,1,4,4,0,4,0,0,0,0,0,0,62,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,1,0,1,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230401,서울,성동구,성동·광진,유치원,,유치원,해당없음,서울사근초등학교병설유치원,공립,,특별/광역시,19990307,4761,서울특별시 성동구 사근동11길 16. 서울사근초등학교병설유치원 (사근동),37.5628932,127.0478174,http:///www.sageun.es.kr/,1,4,4,0,4,0,0,0,0,0,0,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230401,서울,광진구,성동·광진,유치원,,유치원,해당없음,서울양남초등학교병설유치원,공립,,특별/광역시,19980301,5114,서울특별시 광진구 뚝섬로64길 71. 서울양남초등학교병설유치원 2층 (자양동),37.5310134,127.0897096,http://s-yangnam.sen.es.kr,1,4,3,1,4,0,0,0,0,0,0,35,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230401,서울,성동구,성동·광진,유치원,,유치원,해당없음,서울경동유치원,공립,,특별/광역시,20080312,4781,서울특별시 성동구 성수일로 34(성수동1가.경동초등학교) 서울경동유치원,37.5431634,127.0496518,http://www.skd.kg.kr,1,6,5,1,7,0,0,0,0,0,0,108,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,7.2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
20230401,서울,성동구,성동·광진,유치원,,유치원,해당없음,서울용답초등학교병설유치원,공립,,특별/광역시,20140303,4805,서울특별시 성동구 용답25길 1서울용답초등학교병설유치원 (용답동),37.5607574,127.0533645,http://www.yd.es.kr/46384/subMenu.do,1,2,2,0,4,0,0,0,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1,0,1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230401,서울,성동구,성동·광진,유치원,,유치원,해당없음,서울숭신초등학교병설유치원,공립,,특별/광역시,19960302,4702,서울특별시 성동구 마장로 161. 숭신초등학교 (하왕십리동),37.5677035,127.0277668,http://soongshinkid.com,1,4,4,0,4,0,0,0,0,0,0,61,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,1,0,1,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230401,서울,광진구,성동·광진,유치원,,유치원,해당없음,서울중광초등학교병설유치원,공립,,특별/광역시,20170301,4908,서울특별시 광진구 긴고랑로13길 59(중곡동),37.5651496,127.0825086,http://www.jkschool.net,1,3,2,1,4,0,0,0,0,0,0,51,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,1,0,1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230401,서울,성동구,성동·광진,유치원,,유치원,해당없음,서울금호초등학교병설유치원,공립,,특별/광역시,20180301,4726,서울특별시 성동구 무수막길 69(금호동2가),37.5525447,127.0200964,http://geumho.sen.es.kr,1,4,1,3,4,0,0,0,0,0,0,38,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,1,0,1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울경동초등학교,공립,,특별/광역시,19131001,4781,서울특별시 성동구 성수일로 34(성수동1가.경동초등학교),37.5429557,127.0504631,http://kyungdong.sen.es.kr,2,12,6,6,39,8,5,6,6,6,8,801,431,370,131,70,61,113,60,53,144,80,64,124,67,57,145,77,68,144,77,67,20.5,1,0,1,12.1,52,15,132,70,62,0,0,0,47,0,7,0,13,"20,092",25.1
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울경수초등학교,공립,,특별/광역시,19810429,4785,서울특별시 성동구 뚝섬로13길 22(성수동2가.경수초등학교),37.5402489,127.0583228,http://ks.sen.es.kr,2,7,4,3,14,2,2,3,2,3,2,217,114,103,26,15,11,34,17,17,32,17,15,44,27,17,39,17,22,42,21,21,15.5,0,0,0,8,13,7,27,15,12,0,0,0,22,0,9,0,7,0,0
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울경일초등학교,공립,,특별/광역시,19841031,4774,서울특별시 성동구 뚝섬로 332(성수동1가),37.5404342,127.0470515,http://kyongil.es.kr,1,3,3,0,17,3,2,3,3,2,4,216,115,101,40,24,16,29,17,12,39,19,20,39,20,19,32,15,17,37,20,17,12.7,1,0,1,6.8,0,7,40,24,16,0,0,0,20,9,7,0,3,"10,520",48.7
20230401,서울,광진구,성동·광진,초등학교,,초등학교,해당없음,서울광장초등학교,공립,,특별/광역시,19461110,4966,서울특별시 광진구 광장로1길 27. 서울광장초등학교 (광장동),37.5482256,127.1013147,http://kwangjang.sen.es.kr,2,12,9,3,17,2,4,2,2,3,4,319,179,140,46,24,22,57,36,21,51,32,19,43,20,23,52,32,20,70,35,35,18.8,3,0,3,10.6,19,30,46,24,22,0,0,0,18,2,5,0,2,"10,651",33.4
20230401,서울,광진구,성동·광진,초등학교,,초등학교,해당없음,서울구의초등학교,공립,,특별/광역시,19820302,5022,서울특별시 광진구 광나루로30길 49. 서울구의초등학교 (화양동),37.5429507,127.0802659,http://guui.sen.es.kr,2,14,13,1,27,4,5,5,4,5,4,528,285,243,90,50,40,106,55,51,84,44,40,76,40,36,105,60,45,67,36,31,19.6,2,0,2,11.7,21,71,90,50,40,0,0,0,31,6,13,0,0,"15,284",28.9
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울금북초등학교,공립,,특별/광역시,19690301,4721,서울특별시 성동구 행당로1길 13. 서울금북초등학교 (금호동1가),37.5574688,127.0234901,http://gb.sen.es.kr,2,12,9,3,37,5,7,7,6,6,6,734,371,363,95,43,52,146,79,67,122,58,64,126,67,59,129,64,65,116,60,56,19.8,2,0,2,12.4,47,27,95,43,52,0,0,0,37,3,1,0,4,"11,089",15.1
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울금옥초등학교,공립,,특별/광역시,19620412,4725,서울특별시 성동구 독서당로 251(금호동4가. 서울금옥초등학교),37.5463323,127.0174743,https://geumok.sen.es.kr,2,6,4,2,18,4,4,2,2,2,4,312,175,137,84,42,42,75,47,28,39,23,16,39,25,14,43,25,18,32,13,19,17.3,2,0,2,11.1,19,9,84,42,42,0,0,0,18,2,6,0,6,"11,674",37.4
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울금호초등학교,공립,,특별/광역시,19580401,4726,서울특별시 성동구 무수막길 69. 서울금호초등학교 (금호동2가),37.5525373,127.0201047,http://geumho.sen.es.kr,2,11,8,3,30,6,6,5,4,4,5,582,291,291,124,62,62,110,49,61,97,51,46,86,47,39,84,40,44,81,42,39,19.4,2,0,2,11.9,31,17,125,63,62,0,0,0,32,9,14,0,0,"15,427",26.5
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울동명초등학교,공립,,특별/광역시,19441010,4705,서울특별시 성동구 마장로29길 29. 서울동명초등학교 (마장동),37.5687519,127.0357193,http://dgmg.sen.es.kr/index.do,2,15,8,7,17,2,3,2,2,4,4,268,149,119,45,25,20,37,21,16,40,17,23,42,26,16,46,25,21,58,35,23,15.8,2,0,2,8.4,22,7,45,25,20,0,0,0,22,4,16,0,6,"17,715",66.1
20230401,서울,광진구,성동·광진,초등학교,,초등학교,해당없음,서울동의초등학교,공립,,특별/광역시,19870709,4948,서울특별시 광진구 영화사로 111(구의동.서울동의초등학교),37.5535301,127.0989046,http://dongeui.sen.es.kr,2,9,6,3,34,5,5,6,5,6,7,662,332,330,85,45,40,107,51,56,105,47,58,123,61,62,122,59,63,120,69,51,19.5,2,0,2,13.5,41,10,86,45,41,0,0,0,37,0,1,0,0,"12,026",18.2
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울무학초등학교,공립,,특별/광역시,19150901,4710,서울특별시 성동구 무학봉15길 21서울무학초등학교 (하왕십리동) 950-1,37.5628695,127.0295202,http://muhag.sen.es.kr,2,11,8,3,26,4,4,5,4,4,5,458,233,225,72,39,33,75,33,42,69,36,33,84,45,39,76,40,36,82,40,42,17.6,2,0,2,10.4,22,11,73,39,34,0,0,0,31,8,16,0,0,"16,353",35.7
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울사근초등학교,공립,,특별/광역시,19671113,4761,서울특별시 성동구 사근동11길 16(사근동. 사근초등학교),37.5617636,127.0470183,http://sageun.sen.es.kr,2,10,7,3,13,2,2,3,2,2,2,162,86,76,25,19,6,29,12,17,35,16,19,28,18,10,25,13,12,20,8,12,12.5,0,0,0,7,8,4,25,19,6,0,0,0,13,3,12,0,0,"9,628",59.4
20230401,서울,성동구,성동·광진,초등학교,,초등학교,해당없음,서울성수초등학교,공립,,특별/광역시,19721201,4798,서울특별시 성동구 아차산로17길 21(성수동2가),37.5442513,127.0634269,http://sungsu.sen.es.kr,1,5,4,1,18,2,2,3,3,4,4,245,126,119,32,18,14,37,11,26,45,25,20,43,27,16,46,23,23,42,22,20,13.6,1,0,1,7.7,14,17,32,19,13,0,0,0,24,4,6,0,0,"11,054",45.1
20230401,서울,광진구,성동·광진,초등학교,,초등학교,해당없음,서울성자초등학교,공립,,특별/광역시,19831201,5102,서울특별시 광진구 뚝섬로56길 7. 서울성자초등학교 (자양동),37.5313201,127.0831476,http://seongja.sen.es.kr,1,2,2,0,25,4,5,4,4,4,4,535,261,274,83,33,50,76,35,41,100,51,49,84,42,42,94,53,41,98,47,51,21.4,1,0,1,14.5,20,13,82,33,49,0,0,0,29,0,6,1,0,"5,725",10.7
20230401,서울,광진구,성동·광진,초등학교,,초등학교,해당없음,서울신양초등학교,공립,,특별/광역시,19790411,5090,서울특별시 광진구 능동로 42. 신양초등학교 (자양동),37.5345681,127.069156,http://sinyang.sen.es.kr,2,8,5,3,27,4,4,5,4,4,6,475,234,241,73,39,34,84,39,45,73,37,36,76,33,43,77,38,39,92,48,44,17.6,2,0,2,11.3,21,10,70,38,32,0,0,0,30,2,10,0,2,"19,830",41.7
20230401,서울,광진구,성동·광진,초등학교,,초등학교,해당없음,서울신자초등학교,공립,,특별/광역시,19821207,5110,서울특별시 광진구 뚝섬로46길 64. 서울신자초등학교 (자양동),37.5301005,127.0754514,http://sinja.sen.es.kr,2,8,7,1,19,3,3,3,4,3,3,304,156,148,49,22,27,52,32,20,49,29,20,55,24,31,56,24,32,43,25,18,16,2,0,2,9.8,10,9,49,22,27,0,0,0,27,0,14,0,2,"7,609",25
